objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
37,False,38.165.51,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247752.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247752.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/DP247756.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/117430.jpg']","[{'constituentID': 164285, 'role': 'Maker', 'name': 'Pierre Stephan', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500100483', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Figure,Figure of Admiral George Rodney,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 in. (30.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 30.5}}]","Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/37,"[{'term': 'Cannons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300036936', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81103'}, {'term': 'Swords', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037048', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12791'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q116373729,False,774
38,False,38.165.50,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247753.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247753.jpg,['https://images.metmuseum.org/CRDImages/ad/original/DP247755.jpg'],"[{'constituentID': 164285, 'role': 'Maker', 'name': 'Pierre Stephan', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500100483', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Figure,Figure of Admiral Samuel Hood,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 3/8 in. (31.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 31.4}}]","Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38,"[{'term': 'Cannons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300036936', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81103'}, {'term': 'Swords', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037048', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12791'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Admirals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300236014', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q132851'}]",https://www.wikidata.org/wiki/Q116373728,False,774
39,False,18.11.10,1918,True,https://images.metmuseum.org/CRDImages/ad/original/37808.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/37808.jpg,[],,The American Wing,Advertisement,Advertisement for Norwich Stone Ware Factory,American,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Paper,11 x 9 in. (27.9 x 22.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 27.9, 'Width': 22.86}}]","Rogers Fund, 1918",Made in,Norwich,Connecticut,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39,"[{'term': 'Advertisements', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300193993', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q39911916'}]",,False,
40,False,46.140.143,1946,True,https://images.metmuseum.org/CRDImages/ad/original/174118.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174118.jpg,[],"[{'constituentID': 1087, 'role': 'Maker', 'name': 'New England Glass Company', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500356007', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q17083157', 'gender': ''}]",The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company,American,1818,1888,,https://www.wikidata.org/wiki/Q17083157,http://vocab.getty.edu/page/ulan/500356007,1830–70,1830,1870,Pressed glass,H. 6 9/16 in. (16.7 cm); Diam. 3 in. (7.6 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 7.62, 'Height': 16.6688}}]","Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,Massachusetts,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40,,https://www.wikidata.org/wiki/Q116373727,False,774
41,False,46.140.864,1946,True,https://images.metmuseum.org/CRDImages/ad/original/187154.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/187154.jpg,[],"[{'constituentID': 162584, 'role': 'Maker', 'name': 'Union Glass Company', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q18356496', 'gender': ''}]",The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,Union Glass Company,"American, Somerville, Massachusetts",,Union Glass Company,American,,,,https://www.wikidata.org/wiki/Q18356496,(not assigned),1850–70,1850,1870,Pressed glass,H. 6 1/4 in. (15.9 cm); Diam. 2 15/16 in. (7.5 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 7.4613, 'Height': 15.875}}]","Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Somerville,Massachusetts,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/41,,https://www.wikidata.org/wiki/Q116373719,False,774
42,False,60.58.1,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,['https://images.metmuseum.org/CRDImages/ad/original/172133.jpg'],,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 35.2426, 'Height': 78.4, 'Width': 63.5}}]","Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/42,,https://www.wikidata.org/wiki/Q116373725,False,724
43,False,60.58.2,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,['https://images.metmuseum.org/CRDImages/ad/original/172133.jpg'],,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 35.2, 'Height': 78.4227, 'Width': 63.5}}]","Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/43,,https://www.wikidata.org/wiki/Q116373726,False,724
44,False,10.125.444a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Brass,H. 27 in. (68.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 68.5801}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/44,,https://www.wikidata.org/wiki/Q116373712,False,774
45,False,10.125.444b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Brass,H. 27 in. (68.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 68.5801}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/45,,https://www.wikidata.org/wiki/Q116373713,False,774
46,False,10.125.445a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 16 in. (40.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/46,,,False,
47,False,10.125.445b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 16 in. (40.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/47,,,False,
48,False,10.125.446a,1910,False,,,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 17 in. (43.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 43.1801}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/48,,https://www.wikidata.org/wiki/Q116250678,False,774
49,False,10.125.446b,1910,False,,,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 17 in. (43.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 43.1801}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/49,,https://www.wikidata.org/wiki/Q116250680,False,774
50,False,10.125.447a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/130480.jpg,['https://images.metmuseum.org/CRDImages/ad/original/12874.jpg'],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 11 1/2 in. (29.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 29.2101}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/50,"[{'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}]",https://www.wikidata.org/wiki/Q116373714,False,774
51,False,10.125.447b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/130480.jpg,['https://images.metmuseum.org/CRDImages/ad/original/12874.jpg'],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,H. 11 1/2 in. (29.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 29.2101}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/51,"[{'term': 'Human Figures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404114', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5937779'}]",https://www.wikidata.org/wiki/Q116373718,False,774
52,False,10.125.452a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Bell metal,H. 16 1/2 in. (41.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 41.9101}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/52,,,False,
53,False,10.125.452b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Bell metal,H. 16 1/2 in. (41.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 41.9101}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/53,,https://www.wikidata.org/wiki/Q116373720,False,774
56,False,10.125.454a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,Bell metal,H. 23 in. (58.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 58.4201}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/56,,https://www.wikidata.org/wiki/Q116373723,False,774
57,False,10.125.454b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,Bell metal,H. 23 in. (58.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 58.4201}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/57,,https://www.wikidata.org/wiki/Q116373724,False,774
58,False,10.125.499a,1910,False,,,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Iron,H. 16 in. (40.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/58,,,False,
59,False,10.125.499b,1910,False,,,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Iron,H. 16 in. (40.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 40.6401}}]","Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/59,,,False,
62,False,22.120.1,1922,True,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/50662.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,22 1/2 x 23 in. (57.2 x 58.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 57.1501, 'Width': 58.4}}]","Rogers Fund, 1922",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/62,,https://www.wikidata.org/wiki/Q116250681,False,741
63,False,22.120.2,1922,True,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/50662.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,22 1/2 x 23 in. (57.2 x 58.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 57.2, 'Width': 58.4201}}]","Rogers Fund, 1922",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/63,,https://www.wikidata.org/wiki/Q116373711,False,741
64,False,23.80.14,1923,True,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/52601.jpg,[],,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 34.3, 'Height': 64.1, 'Width': 54.6101}}]","Gift of Mr. and Mrs. William A. Moore, 1923",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/64,,https://www.wikidata.org/wiki/Q116373708,False,728
65,False,23.80.15,1923,True,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/52601.jpg,[],,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795,1810,"Brass, iron",25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 34.3, 'Height': 64.1, 'Width': 54.6101}}]","Gift of Mr. and Mrs. William A. Moore, 1923",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/65,,https://www.wikidata.org/wiki/Q116373709,False,728
68,False,30.120.83,1930,True,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/81112.jpg,['https://images.metmuseum.org/CRDImages/ad/original/81112-4.jpg'],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1760–80,1760,1780,"Brass, iron",H. 23 1/2 in. (59.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 59.6901}}]","The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,,2023-11-18T04:57:10.787Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/68,,https://www.wikidata.org/wiki/Q116373701,False,
69,False,30.120.84,1930,True,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/81112.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1760–80,1760,1780,"Brass, iron",H. 23 1/2 in. (59.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 59.6901}}]","The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,,2023-11-18T04:57:10.787Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/69,,https://www.wikidata.org/wiki/Q116373704,False,
70,False,34.90.1,1934,True,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/98546.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1750–65,1750,1765,"Bell metal, possibly iron",18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 34.3, 'Height': 47, 'Width': 56.5151}}]","Rogers Fund, 1934",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/70,,https://www.wikidata.org/wiki/Q116373688,False,774
71,False,34.90.2,1934,True,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/98546.jpg,[],,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1750–65,1750,1765,"Bell metal, possibly iron",18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 34.2901, 'Height': 47, 'Width': 56.5}}]","Rogers Fund, 1934",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/71,,https://www.wikidata.org/wiki/Q116373689,False,774
72,False,36.31.1,1936,False,,,[],,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1750–80,1750,1780,"Brass, iron",21 x 21 x 13 1/2 in. (53.3 x 53.3 x 34.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 34.2901, 'Height': 53.3, 'Width': 53.3}}]","Morris K. Jesup Fund, 1936",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72,,https://www.wikidata.org/wiki/Q116250682,False,774
